"DigitizationNotes","recordingDate","recordingDigitalStatusValue","recordingDigitizer","recordingEventDescription","recordingEventRecordingNotes","recordingEventTitle","recordingFileSize","recordingLocation","recordingPermissions","recordingPFASeries","recordingTapeNumber","recordingTapeSide","FilmTitles","Speakers","lnfn"
"Tote 66-30","Tue Oct 10 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Cahiers du Cinema Presents",193,,"Anatomy of a Relationship","Pascal Kane|Pascal Bonitzer","Kane, Pascal|Bonitzer, Pascal"
"Tote 66-30","Sat Oct 07 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Ron Holloway Presents New German Cinema",,"PFA",,"New German Cinema",192,,"THE LITTLE GODARD|The All-Around Reduced Personality - Outtakes","Ronald Holloway","Holloway, Ronald"
"Tote 66-30","Sun Oct 08 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Ron Holloway Presents New Films from Eastern Europe",,,,,191,,"Phillip the Good|Manly Times","Ronald Holloway","Holloway, Ronald"
"Tote 66-30","Thu Oct 05 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,,,"Cahiers du Cinema Presents",190,,"Torre Bela: The Birth of a Commune|The Lion Hunters|Margaret Mead|The Flat Jungle|The Hypothesis of the Stolen Painting","Pascal Kane|Pascal Bonitzer","Kane, Pascal|Bonitzer, Pascal"
"Tote 66-30","Wed Oct 04 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,,,"Wheeler Auditorium",189,,"The Left Handed Woman","Wim Wenders|Peter Handke","Wenders, Wim|Handke, Peter"
"Tote 66-30","Tue Oct 03 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,,188,,"J.A. Martin, Photographer","Monique Mercure","Mercure, Monique"
"Tote 66-30","Thu Sep 28 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,187,,"La Messe Doree","Beni Montresor","Montresor, Beni"
"Tote 66-30","Thu Sep 14 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"American Narrative/Story Art: 1967-77",186,,"Title|Script|Six Colorful Inside Jobs","John Baldessari","Baldessari, John"
"Tote 66-30","Tue Sep 12 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"BFI Documentary",,"PFA",,,185,,"Before Hindsight","Hilary Thompson","Thompson, Hilary"
"Tote 66-30","Sat Sep 09 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"Wheeler Auditorium",,"Czech New Wave",184,,"And Give My Love to the Swallows|Case for a Rookie Hangman","Jaromil Jires|Pavel Jurácek","Jires, Jaromil|Jurácek, Pavel"
"Tote 66-30","Tue Aug 29 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,,183,,"Girlfriends","Claudia Weill","Weill, Claudia"
"Tote 66-30","Fri Aug 25 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"Wheeler Auditorium",,"New Egyptian Cinema",182,,"ALEXANDRIA WHY?|The Sparrow","Youssef Chahine","Chahine, Youssef"
"Tote 66-30","Wed Aug 23 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"Wheeler Auditorum",,,181,,"Cairo Station|The Land","Youssef Chahine","Chahine, Youssef"
"Tote 66-30","Thu Aug 24 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,,,"New Quebec Cinema",180,,"Dreamspeaker","Claude Jutra","Jutra, Claude"
"Tote 66-30","Tue Jul 18 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"The American Documentary of the Thirties",,"PFA",,,179,,"The River|The City|Valley Town","Willard Van Dyke","Dyke, Willard Van"
"Tote 66-30","Thu Jul 13 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,,,"West Coast Premiere",177,,"Suite California: Stops and Passes Pt. I|Suite California: Stops and Passes Pt. II","Robert Nelson","Nelson, Robert"
"Tote 66-30","Sat Oct 27 00:00:00 PDT 1973","Analog tape","MediaPreserve",,"Tape 2 of 2",,,"Oakland High School",,,176,,,"Roberto Rossellini","Rossellini, Roberto"
"Tote 66-30","Fri Oct 26 00:00:00 PDT 1973","Analog tape","MediaPreserve",,"Tape 2 of 2",,,"Oakland High School",,,175,,,"Roberto Rossellini","Rossellini, Roberto"
"Tote 66-30","Tue Jul 18 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,,178,,"Ikiru","Akira Kurosawa","Kurosawa, Akira"
"Tote 66-30","Wed Mar 02 00:00:00 PST 1977","Analog tape","MediaPreserve",,,,,"Wheeler Auditorium",,,174,"A1","It Is Not the Homosexual Who is Perverse|Underground and Emigrants","Rosa Von Praunheim","Praunheim, Rosa Von"
"This is the second event on the A-side of the same tape 174","Fri Mar 04 00:00:00 PST 1977","Analog tape","MediaPreserve",,,"Centennial Celebration of Herman Hesse's Birth",,"PFA",,,174,"A2","Siddhartha|About a Tapestry","Joseph Mileck","Mileck, Joseph"
"This is the B-Side of the same tape 174","Sat Mar 05 00:00:00 PST 1977","Analog tape","MediaPreserve",,,"Two Documentaries Produced by Jerry Seltzer",,"PFA",,,174,"B1","First Position|Derby","Jerry Seltzer","Seltzer, Jerry"
"This is the second event on the B-side of the same tape 174","Tue Mar 08 00:00:00 PST 1977","Analog tape","MediaPreserve",,,"The Films of Pat O'Neill",,,,,174,"B2","Sidewinder's Delta|Saugus Series|Downwind","Pat O’Neill","O’Neill, Pat"
"Tote 66-30","Fri Jun 30 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,,173,,"The Angel","Wim Wenders|Chatrichalerm Yukol","Wenders, Wim|Yukol, Chatrichalerm"
"Tote 66-30","Thu Jun 29 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,,172,,"The Citizen","Wim Wenders|Chatrichalerm Yukol","Wenders, Wim|Yukol, Chatrichalerm"
"Tote 66-30","Tue Jun 27 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Film Noir",171,,"Pushover|Somewhere in the Night","William K. Everson","Everson, William K."
"Tote 66-30","Mon Jun 26 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Film Noir",170,,"Dark Waters|Pitfall","William K. Everson","Everson, William K."
"Tote 66-30","Sat Jun 24 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"A Tribute to Raymond Chandler",,"PFA",,"Film Noir",169,,"Down These Mean Streets|Murder My Sweet|Double Indemnity","William K. Everson","Everson, William K."
"Tote 66-30","Fri Jun 23 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"William K. Everson Presents",168,,"Raskolnikow|It Always Rains on Sunday|Blanche Fury","William K. Everson","Everson, William K."
"Tote 66-30","Thu Jun 22 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"The Films of John Ford",167,,"An Interview with John Ford","William K. Everson","Everson, William K."
"Tote 66-30","Wed Jun 21 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"William K. Everson Presents",166,,"Strange Illusion|City Girl","William K. Everson","Everson, William K."
"Tote 66-30","Mon Jun 19 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Two Murder Mystery Classics",,"PFA",,"William K. Everson Presents",165,,"Green For Danger|The Kennel Murder Case","William K. Everson","Everson, William K."
"Tote 66-30","Sun Jun 18 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,,164,,"Chandra Lekha|Black Narcissus|I know Where I'm Going","William K. Everson","Everson, William K."
"Tote 66-30","Sat Jun 17 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Rare Buster Keatons",,"PFA",,"William K. Everson Presents",163,"A","King of the Champs-Élysées|The Love Nest","William K. Everson","Everson, William K."
"This is the B-side of the same tape 163.","Sat Jun 17 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"French Style",,,,"Film Noir",163,"B","The Raven|Jenny Lamour","William K. Everson","Everson, William K."
"Tote 66-30","Fri Jun 16 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"The Films of Nikita Mikhailkov",,"Wheeler Auditorium",,,162,,"THE SLAVE OF LOVE|Unfinished Piece for Mechanical Piano","Nikita Mikhailkov","Mikhailkov, Nikita"
"Tote 66-30","Wed Jun 14 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,,161,,"Unfinished Piece for Mechanical Piano|At Home Among Strangers","Nikita Mikhailkov","Mikhailkov, Nikita"
"Tote 66-30","Tue Jun 13 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"Wheeler Auditorium",,,160,,"Two or Three Things I Know About Her|Here and Elsewhere","Jean-Pierre Gorin|Jean-Luc Godard","Gorin, Jean-Pierre|Godard, Jean-Luc"
"Tote 66-30","Fri Jun 09 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,,159,,"Alice in the Cities|The Goalkeeper's Anxiety at the Penalty Kick","Wim Wenders","Wenders, Wim"
"Tote 66-30","Tue May 30 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Films of Stephen Dwoskin",,"PFA",,,158,,"THE SILENT CRY|Behindert","Stephen Dwoskin","Dwoskin, Stephen"
"Tote 66-30","Fri May 26 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"New Portuguese Cinema",157,,"Torre Bela: The Birth of a Commune","Thomas Harlan","Harlan, Thomas"
"Tote 66-30","Wed May 24 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"New Portuguese Cinema",156,,"Nós por cá Todos Bem|Antes do Adeus","Thomas Harlan|Rui Simões","Harlan, Thomas|Simões, Rui"
"Tote 66-30","Mon May 15 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Phillipine Independent Cinema",155,,"Love in the City|The Perfumed Nightmare","Kidlat Tahimik","Tahimik, Kidlat"
"Tote 66-30","Tue Jan 17 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"The Films of Robert Kramer (and Friends) or, History of the Movement as Viewed from Within",,"PFA","Online plus in-house - Full access given",,154,,"The People's War|Strike City|Had Us a Time|F.A.L.N.","Robert Kramer","Kramer, Robert"
"Tote 66-30","Tue Jan 17 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"The Films of Robert Kramer (and Friends) or, History of the Movement as Viewed from Within",,"PFA","Online plus in-house - Full access given",,153,,"The People's War|Strike City|Had Us a Time|F.A.L.N.","Robert Kramer","Kramer, Robert"
"Tote 66-30","Tue May 23 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"An Evening with Hilary Harris and His Films: Eight Short Films and Work in Progress",,"PFA",,,152,,"The Nuer|Longhorns|Generation Highway|Seawards the Great Ships|The Squeeze|Nine Variations on a Dance Theme|Organism|Exchange","Hilary Harris","Harris, Hilary"
"Tote 66-30","Tue May 23 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"An Evening with Hilary Harris and His Films: Eight Short Films and Work in Progress",,"PFA",,,151,,"The Nuer|Longhorns|Generation Highway|Seawards the Great Ships|The Squeeze|Nine Variations on a Dance Theme|Organism|Exchange","Hilary Harris","Harris, Hilary"
"Tote 66-30","Mon May 22 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"New Portuguese Cinema",150,,"Arms and the People|God, Country, Authority","Thomas Harlan|Rui Simões","Harlan, Thomas|Simões, Rui"
"Tote 66-30","Sat May 20 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Independent Documentaries of the 30's, Britain",,"Wheeler Auditorium",,,149,,"Daydreams|Workers Topical News: 1 & 2|Kensington Calling|Hell Unlimited|Free Thaelmann","Tom Brandon","Brandon, Tom"
"Tote 66-30","Sat May 20 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Films on Nuclear Issues",148,,"The First Twenty-Five Years|Mr. Nixon's Secret Legacy|But What Do We Do?|Controlling Interest: The World of the Multinational Corporation|The International Hotel|This Bloody, Blundering Business|I Live in Fear","California Newsreel Group","Group, California Newsreel"
"Tote 66-30","Wed May 17 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"The Missing Chapter in The American Cinema: Independent Social and Political Documentaries of the Thirties",,"Wheeler Auditorium",,"Tom Brandon Presents",147,,"Workers Newsreel - Unemployment Special|Hunger 1932|The Ford Massacre|America Today|Millions of Us|Pie in the Sky|China Strikes Back|Deadline for Action|Men and Dust|The World Today","Tom Brandon","Brandon, Tom"
"Tote 66-30","Tue May 16 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Personal Filmmaking by Mike Mideke",,"PFA",,,146,,"Paths of Fire|The Veiled Forest|Goats|Shadowgame|Twig|Scratchdance|Flight of Shadows|Phi Textures|Impressions of my Right Hand|Devil's Canyon|Soldiers and Other Cosmic Objects|Sincerity: Reel #2|Tragoedia","Mike Mideke","Mideke, Mike"
"Tote 66-30","Wed May 10 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"The films of Krzysztof Zanussi",,"Wheeler Auditorium",,"West Coast Premiere!",145,,"Camouflage","Krzysztof Zanussi","Zanussi, Krzysztof"
"Tote 66-30","Tue May 09 00:00:00 PDT 1978","Analog tape","MediaPreserve","Selections from Filmex '78",,"Selections from Filmex '78",,"PFA",,"New Black Independent Cinema",144,,"Street Corner Stories|Invisible Adversary","Warrington Hudlin","Hudlin, Warrington"
"Tote 66-30","Mon May 08 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"The Films of Krzysztof Zanussi",,"PFA",,,143,,"A Woman's Decision|Illumination","Krzysztof Zanussi","Zanussi, Krzysztof"
"Tote 66-30","Sun May 07 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"The Films of Krzysztof Zanussi",,"PFA",,,142,,"Behind the Wall|Family Life","Krzysztof Zanussi","Zanussi, Krzysztof"
"Tote 66-30","Sun May 07 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"The Films of Krzysztof Zanussi",,"PFA",,,141,,"The Structure of Crystals|Death of a Provincial|Face to Face|Mountains at Dusk","Krzysztof Zanussi","Zanussi, Krzysztof"
"Tote 66-30","Tue May 02 00:00:00 PDT 1978","Analog tape","MediaPreserve",,,"Austria: The Films of Kurt Kren",,,,"PFA",140,,"2/60, 48 Kopfe, Aus Dem Szondi-Test|3/60, Baume Im Herbst|4/61, Mauern-Pos.-Neg.-Und Weg|5/62, Fenstergucker, Abfall Etc.|6/64, Mamma Und Papa|8/64, Ana-Aktion Brus|10/65 Selbstverstummelung|15/67, TV|17/68, Grun-Rot|18/68, Venecia Kaputt|20/68, Schatzi|26/71, Zeichenfilm, Balzac Oder Daus Auge Gottes|27/72, Auf Der Pfaueninsel|28/73, Zeitaufnahme(n)|21/75, Asyl|32/76, An W & B|34/76, Tschibo|35/77, Documenta Dia Und Filmschleife|36/78 Risch-art|Rose of the Winds","Kurt Kren","Kren, Kurt"
"Tote 66-30","Sun Apr 30 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"Wheeler Auditorium",,,139,,"Angola: Victory of Hope|The Spear of the Nation","Santiago Álvarez","Álvarez, Santiago"
"Tote 66-30","Fri Apr 28 00:00:00 PST 1978","Analog tape","MediaPreserve",,"Tape 2 of 2","An Evening with the Films of Johan Van der Keuken",,"PFA",,"Recent Dutch Cinema",138,,"The New Ice Age|The Palestenians|Springtime","Johan Van der Keuken","Keuken, Johan Van der"
"Tote 66-30","Fri Apr 28 00:00:00 PST 1978","Analog tape","MediaPreserve",,"Tape 1 of 2","An Evening with the Films of Johan Van der Keuken",,"PFA",,"Recent Dutch Cinema",137,,"The New Ice Age|The Palestenians","Johan Van der Keuken","Keuken, Johan Van der"
"Tote 66-30","Tue Apr 25 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"An Evening with the Films of Johan Van der Keuken",,"PFA",,"Recent Dutch Cinema",136,,"Diary","Johan Van der Keuken","Keuken, Johan Van der"
"Tote 66-30","Mon Apr 24 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"An Evening with the Films of Johan Van der Keuken",,"PFA",,"Recent Dutch Cinema",135,,"Blind Child II|Velocity 40-70|Big Ben / Ben Webster in Europe|Four Walls|The Spirit of the Time|A Film for Lucebert|Beauty","Johan Van der Keuken","Keuken, Johan Van der"
"Tote 66-30","Fri Apr 21 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Program Ten: How Yukong Moved the Mountains (V)",,"Wheeler Auditorium",,"The Films of Joris Ivens",134,,"The Fishing Village","Joris Ivens","Ivens, Joris"
"Tote 66-30","Wed Apr 19 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Program Nine: How Yukong Moved the Mountains (IV)",,"Dwinelle Hall",,"The Films of Joris Ivens",133,,"Behind the Scenes at the Peking Circus|In Rehearsal at the Peking Opera|An Army Camp","Marceline Loridan","Loridan, Marceline"
"Tote 66-30","Sun Apr 16 00:00:00 PST 1978","Analog tape","MediaPreserve",,"Tape 1 of 2","Program Eight: How Yukong Moved the Mountains (III)",,"Wheeler Auditorium",,"The Films of Joris Ivens",132,,"Traditional Handicrafts|The Football Incident: The High School|In a Woman, A Family","Joris Ivens","Ivens, Joris"
"Tote 66-30","Sun Apr 16 00:00:00 PST 1978","Analog tape","MediaPreserve",,"Tape 2 of 2","Program Eight: How Yukong Moved the Mountains (III)",,"Wheeler Auditorium",,"The Films of Joris Ivens",131,,"In a Woman, A Family","Marceline Loridan|Joris Ivens","Loridan, Marceline|Ivens, Joris"
"Tote 66-30","Fri Apr 14 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Program Six: How Yukong Moved the Mountains (II)",,"Wheeler Auditorium",,"The Films of Joris Ivens",130,,"Generator Factory","Marceline Loridan|Joris Ivens","Loridan, Marceline|Ivens, Joris"
"Tote 66-30","Wed Apr 12 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Program Six: How Yukong Moved the Mountains (I)",,"Wheeler Auditorium",,"The Films of Joris Ivens",129,,"The Drugstore|The Oilfields","Marceline Loridan|Joris Ivens","Loridan, Marceline|Ivens, Joris"
"Tote 66-30","Thu Apr 06 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Memorial Tribute to Malvina Reynolds",,"PFA",,,128,,"Love it Like a Fool","Susan Wengraf","Wengraf, Susan"
"Tote 66-30","Sun Apr 02 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"The Great Stars of Old Time Radio",,"PFA",,"Bob Chatterson Presents",127,,,"Bob Chatterson","Chatterson, Bob"
"Tote 66-30","Fri Mar 31 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,126,,"Eraserhead","David Lynch","Lynch, David"
"Tote 66-30","Thu Mar 16 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,124,,"Trabajando & Sur|Thir, Film and Music One","Phil Niblock","Niblock, Phil"
"Tote 66-30","Tue Mar 14 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,123,,"Riddles of the Sphinx","Laura Mulvey","Mulvey, Laura"
"Tote 66-30","Fri Mar 10 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"Wheeler Auditorium",,"West Coast Premiere!",122,,"L'Enchainement","Angela Davis|Jean-Daniel Simon","Davis, Angela|Simon, Jean-Daniel"
"Tote 66-30","Tue Mar 07 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,121,,"La Vase","Eugene Ionesco","Ionesco, Eugene"
"Tote 66-30","Thu Mar 02 00:00:00 PST 1978","Analog tape","MediaPreserve","Mixed Media Show",,"Films and Performance by Tony Conrad",,"PFA",,,120,,,"Tony Conrad","Conrad, Tony"
"Tote 66-30","Sun Feb 26 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Two Rediscovered MGM Musicals",,,,"Albert Johnson Presents",119,,"Give a Girl a Break|Small Town Girl","Albert Johnson","Johnson, Albert"
"Tote 66-30","Thu Feb 23 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"New Films by Jon Jost",,"PFA",,,118,,"Last Chants for a Slow Dance (Dead End)","Jon Jost","Jost, Jon"
"Tote 66-30","Tue Feb 21 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,,,"New Films by Jon Jost",117,,"Angel City|Beauty Knows Best","Jon Jost","Jost, Jon"
"Tote 66-30","Sat Feb 18 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Two Films by Ababacar Samb-Makharam",,"PFA",,"Senegal: Fifteen Years of an African Cinema: 1962-1977 ",116,,"Kodou|And There Was Snow No Longer","Ababacar Samb-Makharam","Samb-Makharam, Ababacar"
"Tote 161-2","Sat Feb 18 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Senegal: Fifteen Years of an African Cinema: 1962-1977",115,,"N'Jangaan|Cactus","Mahama Johnson Traoré","Traoré, Mahama Johnson"
"Tote 161-2","Fri Feb 17 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Senegal: Fifteen Years of an African Cinema: 1962-1977",114,,"The Inspector General","Mahama Johnson Traoré","Traoré, Mahama Johnson"
"Tote 161-2","Thu Feb 16 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Senegal: Fifteen Years of an African Cinema: 1962-1977",113,,"The Big City|The Young Woman","Mahama Johnson Traoré","Traoré, Mahama Johnson"
"Tote 161-2","Wed Feb 15 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Two Rediscovered American Directors: John Collins and Monta Bell",,"PFA",,"James Card Presents",112,,"Downstairs|The Diary of a Lost Girl","James Card","Card, James"
"Tote 161-2","Tue Feb 14 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Two Rediscovered American Directors: John Collins and Monta Bell",,"PFA",,"James Card Presents",111,,"Man, Woman and Sin|The Cossack Whip","James Card","Card, James"
"Tote 161-2","Sun Feb 12 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Two Rediscovered American Directors: John Collins and Monta Bell",,"PFA",,"James Card Presents",110,,"Children of Eve|Lady of the Night","James Card","Card, James"
"Tote 161-2","Sat Feb 11 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Two Rediscovered American Directors: John Collins and Monta Bell",,"PFA",,"James Card Presents",109,,"Why Change Your Wife?","James Card","Card, James"
"Tote 161-2","Fri Feb 10 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Rare Prints Of Two Screen Masterworks by Buñuel and Pabst",,"PFA",,,108,,"L'Age D'Or|Pandora's Box","James Card","Card, James"
"Tote 161-2","Fri Feb 10 00:00:00 PST 1978","Analog tape","MediaPreserve",,,"Two Films by Stig Björkman",,"PFA",,,107,,"The White Wall|Ingmar Bergman","Stig Björkman","Björkman, Stig"
"Tote 161-2","Thu Feb 09 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,,106,,"That's My Advice to You","Mitchell Block","Block, Mitchell"
"Tote 161-2","Wed Feb 08 00:00:00 PST 1978","Analog tape","MediaPreserve","Presented in Association with the San Francisco Goethe Institute",,"The Films of Erwin Leiser",,"Wheeler Auditorium",,,105,,"Mein Kampf|Wake Up, Germany!","Erwin Leiser","Leiser, Erwin"
"Tote 161-2","Tue Feb 07 00:00:00 PST 1978","Analog tape","MediaPreserve","Presented in Association with the San Francisco Goethe Institute",,"The Films of Erwin Leiser",,"PFA",,,104,,"This World is Not for Children","Erwin Leiser","Leiser, Erwin"
"Tote 161-2","Mon Feb 06 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA",,"Senegal: Fifteen Years of an African Cinema: 1962-1977",103,,"Emitai","Ousmane Sembene","Sembene, Ousmane"
"Tote 161-2","Mon Feb 06 00:00:00 PST 1978","Analog tape","MediaPreserve","Presented in Association with the San Francisco Goethe Institute",,,,,,"The Films of Erwin Leiser",102,,"Women in the Third World|Because They Are Women","Erwin Leiser","Leiser, Erwin"
"Tote 161-2","Sun Feb 05 00:00:00 PST 1978","Analog tape","MediaPreserve","Presented in Association with the San Francisco Goethe Institute",,,,,,"The Films of Erwin Leiser",101,,"The World of Fernando Botero|Edward Kienholz|Ellis Larkins","Erwin Leiser","Leiser, Erwin"
"Tote 161-2","Sat Feb 04 00:00:00 PST 1978","Analog tape","MediaPreserve","Presented in Association with the San Francisco Goethe Institute",,,,,,"The Films of Erwin Leiser",100,,"Germany-Dada|Hans Richter","Erwin Leiser","Leiser, Erwin"
"Tote 161-2","Sat Feb 04 00:00:00 PST 1978","Analog tape","MediaPreserve","Presented in Association with the Museum of Modern Art",,,,,,"Senegal: Fifteen Years of an African Cinema: 1962-1977",99,,"Black Girl|Tauw|Mandabi|Niaye","Ousmane Sembene","Sembene, Ousmane"
"Tote 161-2","Fri Feb 03 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,,,"Senegal: Fifteen Years of an African Cinema: 1962-1977",98,,"Ceddo|Sambi Tali|The Black Princes of St-Germain","Albert Johnson|Ousmane Sembene|Angela Davis|Ben Biogaye Beye|Paulin Soumanou Vieyra","Johnson, Albert|Sembene, Ousmane|Davis, Angela|Beye, Ben Biogaye|Vieyra, Paulin Soumanou"
"Tote 161-2","Fri Feb 03 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,,,"Senegal: Fifteen Years of an African Cinema: 1962-1977",97,,,"Albert Johnson|Ousmane Sembene|Angela Davis|Ben Biogaye Beye|Paulin Soumanou Vieyra","Johnson, Albert|Sembene, Ousmane|Davis, Angela|Beye, Ben Biogaye|Vieyra, Paulin Soumanou"
